State,District,Year,Crop,Season,Area (Hectare),Production (Bales),Production (Nuts),Production (Tonnes),Yield (Bales/Hectare),Yield (Nuts/Hectare),Yield (Tonne/Hectare),Avg_Temp,Total_Rainfall,Avg_Humidity
Madhya Pradesh,Ashoknagar,2015,Coriander,Whole Year,15002.0,,,22503.0,,,1.5,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2015,Dry chillies,Whole Year,135.0,,,270.0,,,2.0,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2015,Garlic,Whole Year,215.0,,,2580.0,,,12.0,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2015,Ginger,Whole Year,145.0,,,2175.0,,,15.0,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2015,Onion,Whole Year,1350.0,,,29700.0,,,22.0,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2015,Potato,Whole Year,600.0,,,12000.0,,,20.0,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2015,Sesamum,Whole Year,1000.0,,,578.0,,,0.58,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2015,Sweet potato,Whole Year,50.0,,,650.0,,,13.0,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2015,Turmeric,Whole Year,95.0,,,1520.0,,,16.0,25.249452054794517,1019.1500000000001,53.02235616438356
Madhya Pradesh,Ashoknagar,2016,Coriander,Whole Year,15063.0,,,22595.0,,,1.5,25.907349726775955,1229.85,49.75131147540984
Madhya Pradesh,Ashoknagar,2016,Dry chillies,Whole Year,137.0,,,274.0,,,2.0,25.907349726775955,1229.85,49.75131147540984
Madhya Pradesh,Ashoknagar,2016,Garlic,Whole Year,216.0,,,2808.0,,,13.0,25.907349726775955,1229.85,49.75131147540984
Madhya Pradesh,Ashoknagar,2016,Ginger,Whole Year,147.0,,,2205.0,,,15.0,25.907349726775955,1229.85,49.75131147540984
Madhya Pradesh,Ashoknagar,2016,Onion,Whole Year,1352.0,,,29744.0,,,22.0,25.907349726775955,1229.85,49.75131147540984
Madhya Pradesh,Ashoknagar,2016,Potato,Whole Year,605.0,,,12100.0,,,20.0,25.907349726775955,1229.85,49.75131147540984
Madhya Pradesh,Ashoknagar,2016,Sweet potato,Whole Year,51.0,,,663.0,,,13.0,25.907349726775955,1229.85,49.75131147540984
Madhya Pradesh,Ashoknagar,2016,Turmeric,Whole Year,96.0,,,1536.0,,,16.0,25.907349726775955,1229.85,49.75131147540984
Madhya Pradesh,Ashoknagar,2017,Coriander,Whole Year,15063.0,,,22595.0,,,1.5,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2017,Dry chillies,Whole Year,137.0,,,274.0,,,2.0,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2017,Garlic,Whole Year,216.0,,,2808.0,,,13.0,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2017,Ginger,Whole Year,147.0,,,2205.0,,,15.0,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2017,Onion,Whole Year,1352.0,,,29744.0,,,22.0,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2017,Potato,Whole Year,605.0,,,12100.0,,,20.0,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2017,Sesamum,Whole Year,900.0,,,520.0,,,0.58,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2017,Sweet potato,Whole Year,51.0,,,663.0,,,13.0,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2017,Turmeric,Whole Year,96.0,,,1536.0,,,16.0,26.31797260273973,650.54,44.898219178082186
Madhya Pradesh,Ashoknagar,2018,Coriander,Whole Year,15563.0,,,23801.0,,,1.53,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Dry chillies,Whole Year,137.0,,,280.0,,,2.04,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Garlic,Whole Year,216.0,,,2850.0,,,13.19,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Ginger,Whole Year,147.0,,,2220.0,,,15.1,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Onion,Whole Year,1352.0,,,29755.0,,,22.01,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Potato,Whole Year,605.0,,,12190.0,,,20.15,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Sesamum,Whole Year,102.0,,,95.0,,,0.93,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Sugarcane,Whole Year,160.0,,,520.0,,,3.25,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Sweet potato,Whole Year,51.0,,,701.0,,,13.75,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2018,Turmeric,Whole Year,96.0,,,1542.0,,,16.06,26.022520547945202,825.7799999999999,46.95561643835616
Madhya Pradesh,Ashoknagar,2019,Coriander,Whole Year,17198.0,,,26189.0,,,1.52,25.29027397260274,1277.8700000000001,54.82128767123288
Madhya Pradesh,Ashoknagar,2019,Garlic,Whole Year,216.0,,,2850.0,,,13.19,25.29027397260274,1277.8700000000001,54.82128767123288
Madhya Pradesh,Ashoknagar,2019,Ginger,Whole Year,147.0,,,2220.0,,,15.1,25.29027397260274,1277.8700000000001,54.82128767123288
Madhya Pradesh,Ashoknagar,2019,Onion,Whole Year,1352.0,,,29755.0,,,22.01,25.29027397260274,1277.8700000000001,54.82128767123288
Madhya Pradesh,Ashoknagar,2019,Potato,Whole Year,605.0,,,12190.0,,,20.15,25.29027397260274,1277.8700000000001,54.82128767123288
Madhya Pradesh,Ashoknagar,2019,Sugarcane,Whole Year,244.0,,,878.0,,,3.6,25.29027397260274,1277.8700000000001,54.82128767123288
Madhya Pradesh,Ashoknagar,2019,Sweet potato,Whole Year,51.0,,,701.0,,,13.75,25.29027397260274,1277.8700000000001,54.82128767123288
Madhya Pradesh,Ashoknagar,2019,Turmeric,Whole Year,96.0,,,1542.0,,,16.06,25.29027397260274,1277.8700000000001,54.82128767123288
Madhya Pradesh,Ashoknagar,2020,Sugarcane,Whole Year,203.0,,,8729.0,,,43.0,24.982677595628417,785.14,56.22489071038252
Madhya Pradesh,Ashoknagar,2021,Sugarcane,Whole Year,101.0,,,2530.0,,,25.05,25.47693150684931,1009.5099999999999,54.00745205479451
Madhya Pradesh,Ashoknagar,2022,Sugarcane,Whole Year,147.0,,,478.0,,,3.25,25.359835616438357,1313.0599999999997,56.122054794520544
Madhya Pradesh,Balaghat,2015,Banana,Whole Year,112.0,,,3579.0,,,31.96,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Coriander,Whole Year,333.0,,,534.0,,,1.6,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Garlic,Whole Year,122.0,,,1471.0,,,12.06,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Ginger,Whole Year,250.0,,,3953.0,,,15.81,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Onion,Whole Year,427.0,,,6365.0,,,14.91,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Potato,Whole Year,922.0,,,14885.0,,,16.14,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Sesamum,Whole Year,2000.0,,,1000.0,,,0.5,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Sugarcane,Whole Year,1000.0,,,30000.0,,,30.0,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Sweet potato,Whole Year,115.0,,,1355.0,,,11.78,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2015,Turmeric,Whole Year,236.0,,,4715.0,,,19.98,24.9481095890411,1145.66,58.581698630136984
Madhya Pradesh,Balaghat,2016,Banana,Whole Year,132.0,,,3615.0,,,27.39,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Coriander,Whole Year,349.0,,,554.0,,,1.59,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Dry chillies,Whole Year,14.0,,,42.0,,,3.0,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Garlic,Whole Year,138.0,,,1493.0,,,10.82,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Ginger,Whole Year,262.0,,,3972.0,,,15.16,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Onion,Whole Year,442.0,,,10166.0,,,23.0,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Potato,Whole Year,940.0,,,14959.0,,,15.91,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Sesamum,Whole Year,2000.0,,,2000.0,,,1.0,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Sweet potato,Whole Year,127.0,,,1392.0,,,10.96,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2016,Turmeric,Whole Year,252.0,,,4850.0,,,19.25,25.480163934426233,1126.78,54.85926229508196
Madhya Pradesh,Balaghat,2017,Banana,Whole Year,139.0,,,5326.0,,,38.32,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Coriander,Whole Year,349.0,,,333.0,,,0.95,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Dry chillies,Whole Year,14.0,,,25.6,,,1.83,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Garlic,Whole Year,143.0,,,1189.0,,,8.31,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Ginger,Whole Year,271.0,,,4644.0,,,17.14,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Onion,Whole Year,446.0,,,9624.0,,,21.58,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Potato,Whole Year,950.0,,,20859.0,,,21.96,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Sesamum,Whole Year,2000.0,,,1750.0,,,0.88,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Sugarcane,Whole Year,3700.0,,,19060.0,,,5.15,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Sweet potato,Whole Year,130.0,,,2750.0,,,21.15,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2017,Turmeric,Whole Year,299.0,,,6314.0,,,21.12,25.74909589041096,987.86,52.546383561643836
Madhya Pradesh,Balaghat,2018,Banana,Whole Year,146.5,,,5640.0,,,38.5,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Coriander,Whole Year,359.0,,,350.0,,,0.97,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Dry chillies,Whole Year,14.0,,,26.65,,,1.9,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Garlic,Whole Year,145.5,,,1228.0,,,8.44,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Ginger,Whole Year,275.5,,,4741.0,,,17.21,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Onion,Whole Year,447.0,,,9667.0,,,21.63,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Potato,Whole Year,953.0,,,20971.0,,,22.01,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Sesamum,Whole Year,107.0,,,114.0,,,1.07,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Sugarcane,Whole Year,1656.0,,,8275.0,,,5.0,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Sweet potato,Whole Year,130.0,,,2770.0,,,21.31,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2018,Turmeric,Whole Year,321.0,,,6827.0,,,21.27,25.28378082191781,1038.0,52.82158904109588
Madhya Pradesh,Balaghat,2019,Banana,Whole Year,146.5,,,5640.0,,,38.5,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2019,Coriander,Whole Year,375.0,,,366.0,,,0.98,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2019,Garlic,Whole Year,159.0,,,1357.0,,,8.53,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2019,Ginger,Whole Year,287.0,,,4962.0,,,17.29,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2019,Onion,Whole Year,451.0,,,9757.0,,,21.63,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2019,Potato,Whole Year,957.0,,,21061.0,,,22.01,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2019,Sugarcane,Whole Year,1848.0,,,9850.0,,,5.33,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2019,Sweet potato,Whole Year,130.0,,,2770.0,,,21.31,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2019,Turmeric,Whole Year,336.0,,,7168.0,,,21.33,25.00709589041096,1414.98,58.42139726027396
Madhya Pradesh,Balaghat,2020,Sugarcane,Whole Year,1958.0,,,16447.0,,,8.4,23.78346994535519,1924.5,67.2327868852459
Madhya Pradesh,Balaghat,2021,Sugarcane,Whole Year,1939.0,,,166750.0,,,86.0,24.595287671232875,1201.6899999999998,60.04295890410959
Madhya Pradesh,Balaghat,2022,Sugarcane,Whole Year,1809.0,,,15557.0,,,8.6,24.802383561643836,1516.7200000000003,60.258712328767125
Madhya Pradesh,Barwani,2015,Banana,Whole Year,1071.5,,,77148.0,,,72.0,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2015,Coriander,Whole Year,71.0,,,71.0,,,1.0,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2015,Dry chillies,Whole Year,5220.0,,,5225.0,,,1.0,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2015,Garlic,Whole Year,396.0,,,3168.0,,,8.0,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2015,Ginger,Whole Year,324.0,,,3240.0,,,10.0,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2015,Onion,Whole Year,3288.0,,,80298.0,,,24.42,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2015,Potato,Whole Year,178.0,,,3560.0,,,20.0,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2015,Sweet potato,Whole Year,79.0,,,1185.0,,,15.0,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2015,Turmeric,Whole Year,184.0,,,4140.0,,,22.5,26.36668493150685,974.6399999999999,53.10254794520548
Madhya Pradesh,Barwani,2016,Banana,Whole Year,1331.0,,,99825.0,,,75.0,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Coriander,Whole Year,631.0,,,631.0,,,1.0,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Dry chillies,Whole Year,5768.0,,,9228.8,,,1.6,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Garlic,Whole Year,196.0,,,1568.0,,,8.0,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Ginger,Whole Year,299.0,,,4485.0,,,15.0,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Onion,Whole Year,2347.0,,,58675.0,,,25.0,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Potato,Whole Year,60.6,,,1333.2,,,22.0,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Sugarcane,Whole Year,6000.0,,,108000.0,,,18.0,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Sweet potato,Whole Year,160.0,,,2480.0,,,15.5,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2016,Turmeric,Whole Year,192.0,,,5088.0,,,26.5,26.372158469945354,741.29,50.40467213114754
Madhya Pradesh,Barwani,2017,Banana,Whole Year,1172.0,,,87900.0,,,75.0,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Coriander,Whole Year,187.0,,,187.0,,,1.0,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Dry chillies,Whole Year,4637.8,,,7420.48,,,1.6,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Garlic,Whole Year,322.2,,,2577.6,,,8.0,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Ginger,Whole Year,345.8,,,5187.0,,,15.0,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Onion,Whole Year,3259.0,,,81475.0,,,25.0,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Potato,Whole Year,35.0,,,770.0,,,22.0,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Sesamum,Whole Year,300.0,,,80.0,,,0.27,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Sugarcane,Whole Year,1730.0,,,10060.0,,,5.82,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Sweet potato,Whole Year,165.9,,,2571.45,,,15.5,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2017,Turmeric,Whole Year,258.5,,,5687.0,,,22.0,26.496575342465754,727.58,49.885506849315064
Madhya Pradesh,Barwani,2018,Banana,Whole Year,1481.0,,,111075.0,,,75.0,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Coriander,Whole Year,176.0,,,176.0,,,1.0,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Dry chillies,Whole Year,4877.0,,,7803.2,,,1.6,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Garlic,Whole Year,333.0,,,2664.0,,,8.0,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Ginger,Whole Year,347.0,,,5205.0,,,15.0,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Onion,Whole Year,3781.0,,,94525.0,,,25.0,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Potato,Whole Year,32.0,,,704.0,,,22.0,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Sesamum,Whole Year,15.0,,,6.0,,,0.4,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Sugarcane,Whole Year,3820.0,,,20159.0,,,5.28,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Sweet potato,Whole Year,185.0,,,2867.5,,,15.5,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2018,Turmeric,Whole Year,270.5,,,5951.0,,,22.0,26.888849315068494,521.9100000000001,44.978630136986304
Madhya Pradesh,Barwani,2019,Banana,Whole Year,1597.0,,,119775.0,,,75.0,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2019,Coriander,Whole Year,164.0,,,164.0,,,1.0,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2019,Garlic,Whole Year,357.5,,,2860.0,,,8.0,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2019,Ginger,Whole Year,423.0,,,6345.0,,,15.0,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2019,Onion,Whole Year,3806.0,,,95150.0,,,25.0,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2019,Potato,Whole Year,4.0,,,88.0,,,22.0,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2019,Sugarcane,Whole Year,3372.0,,,16015.0,,,4.75,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2019,Sweet potato,Whole Year,220.0,,,3413.1,,,15.51,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2019,Turmeric,Whole Year,310.5,,,6831.0,,,22.0,25.859917808219176,1199.82,57.290191780821914
Madhya Pradesh,Barwani,2020,Sugarcane,Whole Year,3957.0,,,271055.0,,,68.5,25.910683060109292,850.43,58.68174863387979
Madhya Pradesh,Barwani,2021,Sugarcane,Whole Year,5065.0,,,346950.0,,,68.5,26.277616438356166,771.3700000000001,57.055452054794515
Madhya Pradesh,Barwani,2022,Castor seed,Whole Year,665.0,,,348.0,,,0.52,25.951890410958907,1073.6,57.96238356164384
Madhya Pradesh,Barwani,2022,Sugarcane,Whole Year,5218.0,,,35743.0,,,6.85,25.951890410958907,1073.6,57.96238356164384
Madhya Pradesh,Betul,2015,Banana,Whole Year,166.0,,,1992.0,,,12.0,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Coriander,Whole Year,40.0,,,120.0,,,3.0,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Dry chillies,Whole Year,723.0,,,2314.0,,,3.2,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Garlic,Whole Year,280.0,,,3360.0,,,12.0,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Ginger,Whole Year,84.0,,,798.0,,,9.5,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Onion,Whole Year,654.0,,,10987.0,,,16.8,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Potato,Whole Year,1065.0,,,15443.0,,,14.5,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Sesamum,Whole Year,1000.0,,,295.0,,,0.3,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Sugarcane,Whole Year,5000.0,,,240000.0,,,48.0,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Sweet potato,Whole Year,80.0,,,640.0,,,8.0,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2015,Turmeric,Whole Year,30.0,,,360.0,,,12.0,24.779041095890413,1315.83,56.21665753424657
Madhya Pradesh,Betul,2016,Banana,Whole Year,109.0,,,1308.0,,,12.0,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Coriander,Whole Year,58.0,,,162.0,,,2.79,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Dry chillies,Whole Year,756.0,,,2416.0,,,3.2,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Garlic,Whole Year,316.0,,,3792.0,,,12.0,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Ginger,Whole Year,85.0,,,807.5,,,9.5,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Onion,Whole Year,813.0,,,20123.0,,,24.75,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Potato,Whole Year,1255.0,,,18233.0,,,14.53,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Sesamum,Whole Year,1000.0,,,426.0,,,0.43,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Sugarcane,Whole Year,12000.0,,,338000.0,,,28.17,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Sweet potato,Whole Year,85.0,,,701.0,,,8.25,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2016,Turmeric,Whole Year,33.0,,,396.0,,,12.0,25.22934426229508,1304.58,51.93852459016394
Madhya Pradesh,Betul,2017,Banana,Whole Year,109.0,,,1308.0,,,12.0,25.280931506849317,923.24,51.173342465753414
Madhya Pradesh,Betul,2017,Coriander,Whole Year,60.0,,,167.0,,,2.78,25.280931506849317,923.24,51.173342465753414
Madhya Pradesh,Betul,2017,Dry chillies,Whole Year,764.0,,,2437.0,,,3.19,25.280931506849317,923.24,51.173342465753414
